,0,1,2
6805,motorola,final,got
6806,final,got,the
6807,got,the,voic
6808,the,voic,qualiti
6809,voic,qualiti,of
6810,qualiti,of,a
6811,of,a,bluetooth
6812,a,bluetooth,headset
6813,bluetooth,headset,right
6814,it,loos,connect
6815,loos,connect,to
6816,connect,to,the
6817,phone,even,when
6818,even,when,it
6819,is,within,a
6820,within,a,coupl
6821,a,coupl,feet
6822,coupl,feet,between
6823,feet,between,the
6824,between,the,two
6825,the,two,but
6826,great,i,would
6827,i,would,realli
6828,would,realli,recommend
6829,realli,recommend,it
6830,it,make,it
6831,easier,to,keep
6832,to,keep,up
6833,keep,up,with
6834,up,with,my
6835,with,my,bluetooth
6836,my,bluetooth,when
6837,bluetooth,when,i
6838,when,i,m
6839,m,not,wear
6840,not,wear,it
6841,wear,it,as
6842,it,as,i
6843,as,i,said
6844,i,said,abov
6845,said,abov,pretti
6846,abov,pretti,useless
6847,never,got,it
6848,got,it,this
6849,it,this,pair
6850,this,pair,of
6851,pair,of,headphon
6852,of,headphon,is
6853,headphon,is,the
6854,is,the,worst
6855,the,worst,that
6856,worst,that,i
6857,ever,had,sound
6858,had,sound,wise
6859,down,the,drain
6860,the,drain,becaus
6861,drain,becaus,of
6862,becaus,of,a
6863,of,a,weak
6864,a,weak,snap
6865,doe,not,charg
6866,not,charg,the
6867,charg,the,cingular
6868,the,cingular,att
6869,cingular,att,phone
6870,phone,you,get
6871,you,get,extra
6872,get,extra,minut
6873,extra,minut,so
6874,minut,so,that
6875,so,that,you
6876,that,you,can
6877,you,can,carri
6878,can,carri,out
6879,carri,out,the
6880,call,and,not
6881,and,not,get
6882,not,get,cut
6883,get,cut,off
6884,off,howev,after
6885,howev,after,about
6886,after,about,a
6887,a,year,the
6888,year,the,fliptop
6889,the,fliptop,start
6890,fliptop,start,to
6891,get,loos,and
6892,loos,and,wobbl
6893,and,wobbl,and
6894,and,eventu,my
6895,eventu,my,screen
6896,my,screen,went
6897,screen,went,black
6898,went,black,and
6899,black,and,i
6900,and,i,couldn
6901,couldn,t,receiv
6902,t,receiv,and
6903,receiv,and,place
6904,and,place,call
6905,place,call,i
6906,i,kept,catch
6907,kept,catch,the
6908,catch,the,cabl
6909,the,cabl,on
6910,on,the,seat
6911,seat,and,i
6912,and,i,had
6913,had,to,pull
6914,to,pull,the
6915,phone,out,to
6916,out,to,turn
6917,to,turn,it
6918,on,an,off
6919,an,off,the
6920,the,headset,fulfil
6921,fulfil,my,requir
6922,my,requir,so
6923,requir,so,i
6924,so,i,am
6925,i,am,happi
6926,am,happi,with
6927,happi,with,my
6928,logitech,bluetooth,headset
6929,bluetooth,headset,is
6930,headset,is,a
6931,is,a,i
6932,a,i,like
6933,i,like,the
6934,like,the,fact
6935,the,fact,that
6936,fact,that,it
6937,that,it,rest
6938,it,rest,light
6939,rest,light,against
6940,light,against,your
6941,against,your,ear
6942,your,ear,rather
6943,ear,rather,than
6944,rather,than,insid
6945,lot,of,websit
6946,of,websit,have
6947,websit,have,been
6948,have,been,rate
6949,been,rate,this
6950,rate,this,a
6951,this,a,veri
6952,a,veri,good
6953,veri,good,phone
6954,good,phone,and
6955,phone,and,so
6956,and,so,do
6957,so,do,i
6958,do,i,i
6959,i,i,have
6960,have,tri,these
6961,tri,these,cabl
6962,these,cabl,with
6963,cabl,with,my
6964,with,my,comput
6965,my,comput,and
6966,and,my,ipod
6967,work,just,fine
6968,the,mic,there
6969,mic,there,is
6970,is,a,joke
6971,a,joke,and
6972,volum,is,quit
6973,is,quit,low
6974,low,i,m
6975,i,m,return
6976,m,return,them
6977,return,them,i
6978,i,doe,not
6979,doe,not,maintain
6980,not,maintain,a
6981,maintain,a,connect
6982,a,connect,with
6983,connect,with,the
6984,with,the,comput
6985,the,comput,while
6986,comput,while,it
6987,is,on,my
6988,on,my,lap
6989,my,lap,it
6990,is,easi,to
6991,easi,to,turn
6992,to,turn,on
6993,turn,on,and
6994,and,off,when
6995,off,when,you
6996,when,you,are
6997,you,are,in
6998,are,in,the
6999,the,volum,control
7000,volum,control,are
7001,control,are,quit
7002,are,quit,access
7003,have,had,mine
7004,had,mine,for
7005,mine,for,about
7006,for,about,a
7007,a,year,and
7008,year,and,this
7009,and,this,christma
7010,this,christma,i
7011,christma,i,bought
7012,i,bought,some
7013,bought,some,for
7014,some,for,the
7015,for,the,rest
7016,the,rest,of
7017,of,the,famili
7018,otherwis,easi,to
7019,easi,to,instal
7020,to,instal,and
7021,instal,and,use
7022,and,use,clear
7023,use,clear,sound
7024,nice,leather,i
7025,had,to,purchas
7026,to,purchas,a
7027,purchas,a,differ
7028,a,differ,case
7029,is,a,joy
7030,a,joy,to
7031,joy,to,use
7032,to,use,veri
7033,use,veri,much
7034,veri,much,disappoint
7035,much,disappoint,with
7036,disappoint,with,this
7037,with,this,compani
7038,this,compani,veri
7039,veri,satisif,with
7040,satisif,with,that
7041,didn,t,charg
7042,t,charg,for
7043,charg,for,me
7044,for,me,this
7045,me,this,is
7046,get,for,i
7047,for,i,just
7048,i,just,bought
7049,just,bought,my
7050,bought,my,and
7051,my,and,all
7052,and,all,i
7053,all,i,can
7054,can,say,is
7055,say,is,wow
7056,button,are,too
7057,are,too,small
7058,just,read,on
7059,read,on,the
7060,on,the,spec
7061,the,spec,alon
7062,spec,alon,make
7063,alon,make,you
7064,make,you,say
7065,you,say,wow
7066,love,it,great
7067,it,great,armband
7068,i,realli,like
7069,realli,like,this
7070,like,this,product
7071,this,product,over
7072,product,over,the
7073,over,the,motorola
7074,the,motorola,becaus
7075,is,allot,clearer
7076,allot,clearer,on
7077,clearer,on,the
7078,ear,piec,and
7079,howev,the,keypad
7080,the,keypad,are
7081,keypad,are,so
7082,are,so,tinni
7083,so,tinni,that
7084,tinni,that,i
7085,that,i,sometim
7086,i,sometim,reach
7087,sometim,reach,the
7088,reach,the,wrong
7089,the,wrong,button
7090,wrong,button,i
7091,i,exchang,the
7092,exchang,the,soni
7093,the,soni,ericson
7094,soni,ericson,for
7095,ericson,for,this
7096,for,this,and
7097,this,and,i
7098,i,m,pretti
7099,m,pretti,happi
7100,pretti,happi,with
7101,happi,with,that
7102,with,that,decis
7103,that,decis,i
7104,was,veri,impress
7105,impress,with,the
7106,of,the,case
7107,the,case,also
7108,it,easier,to
7109,easier,to,hold
7110,on,to,i
7111,i,use,this
7112,use,this,product
7113,this,product,in
7114,product,in,a
7115,in,a,motor
7116,a,motor,control
7117,motor,control,center
7118,control,center,where
7119,center,where,there
7120,where,there,is
7121,is,a,lot
7122,lot,of,high
7123,of,high,voltag
7124,high,voltag,hum
7125,voltag,hum,from
7126,hum,from,the
7127,from,the,equip
7128,s,pretti,easi
7129,i,cannot,make
7130,cannot,make,call
7131,make,call,at
7132,call,at,certain
7133,at,certain,place
7134,place,howev,my
7135,howev,my,girl
7136,my,girl,was
7137,girl,was,complain
7138,was,complain,that
7139,complain,that,some
7140,that,some,time
7141,some,time,the
7142,t,wake,up
7143,wake,up,like
7144,up,like,normal
7145,like,normal,phone
7146,normal,phone,doe
7147,beauti,style,though
7148,this,compani,charg
7149,compani,charg,me
7150,charg,me,a
7151,me,a,restock
7152,a,restock,fee
7153,restock,fee,and
7154,fee,and,still
7155,and,still,not
7156,still,not,given
7157,not,given,me
7158,given,me,my
7159,me,my,refund
7160,my,refund,back
7161,i,m,tri
7162,m,tri,to
7163,tri,to,return
7164,for,a,refund
7165,a,refund,i
7166,i,plug,it
7167,it,in,onli
7168,in,onli,to
7169,onli,to,find
7170,to,find,out
7171,find,out,not
7172,out,not,a
7173,not,a,darn
7174,a,darn,thing
7175,darn,thing,work
7176,work,excel,product
7177,earbud,piec,break
7178,piec,break,easili
7179,phone,tri,veri
7180,tri,veri,hard
7181,veri,hard,to
7182,hard,to,do
7183,to,do,everyth
7184,do,everyth,but
7185,everyth,but,fail
7186,but,fail,at
7187,fail,at,it
7188,s,veri,abil
7189,veri,abil,to
7190,abil,to,be
7191,to,be,a
7192,be,a,phone
7193,a,phone,it
7194,the,best,charger
7195,best,charger,i
7196,have,seen,on
7197,seen,on,the
7198,on,the,market
7199,the,market,yet
7200,oh,the,charger
7201,the,charger,seem
7202,charger,seem,to
7203,seem,to,work
7204,to,work,fine
7205,it,fit,so
7206,fit,so,secur
7207,so,secur,that
7208,secur,that,the
7209,ear,hook,doe
7210,hook,doe,not
7211,doe,not,even
7212,not,even,need
7213,even,need,to
7214,need,to,be
7215,to,be,use
7216,be,use,and
7217,sound,is,better
7218,is,better,direct
7219,better,direct,through
7220,direct,through,your
7221,through,your,ear
7222,your,ear,canal
7223,ear,canal,not
7224,not,enough,volum
7225,echo,problem,veri
7226,problem,veri,unsatisfactori
7227,you,could,onli
7228,could,onli,take
7229,onli,take,video
7230,take,video,at
7231,video,at,a
7232,at,a,time
7233,the,qualiti,was
7234,qualiti,was,veri
7235,your,money,i
7236,i,am,go
7237,to,have,to
7238,be,the,first
7239,the,first,to
7240,first,to,negat
7241,to,negat,review
7242,negat,review,this
7243,review,this,product
7244,adapt,doe,not
7245,doe,not,provid
7246,not,provid,enough
7247,provid,enough,charg
7248,enough,charg,current
7249,was,so,much
7250,so,much,hype
7251,much,hype,over
7252,hype,over,this
7253,phone,that,i
7254,that,i,assum
7255,i,assum,it
7256,assum,it,was
7257,it,was,the
7258,was,the,best
7259,the,best,my
7260,best,my,mistak
7261,you,also,cannot
7262,also,cannot,take
7263,cannot,take,pictur
7264,take,pictur,with
7265,it,in,the
7266,in,the,case
7267,becaus,the,lens
7268,the,lens,is
7269,lens,is,cover
7270,is,cover,phone
7271,phone,fall,out
7272,fall,out,easili
7273,it,didn,t
7274,didn,t,work
7275,t,work,peopl
7276,work,peopl,can
7277,peopl,can,not
7278,can,not,hear
7279,not,hear,me
7280,hear,me,when
7281,me,when,i
7282,when,i,talk
7283,i,talk,the
7284,the,text,messag
7285,text,messag,featur
7286,messag,featur,is
7287,featur,is,realli
7288,is,realli,tricki
7289,realli,tricki,to
7290,tricki,to,use
7291,i,m,realli
7292,m,realli,disappoint
7293,realli,disappoint,all
7294,disappoint,all,i
7295,have,now,is
7296,now,is,a
7297,is,a,charger
7298,a,charger,that
7299,charger,that,doesn
7300,pain,on,the
7301,last,one,day
7302,one,day,and
7303,day,and,then
7304,and,then,blew
7305,then,blew,up
7306,kind,of,flop
7307,of,flop,around
7308,around,the,screen
7309,the,screen,doe
7310,screen,doe,get
7311,doe,get,smudg
7312,get,smudg,easili
7313,smudg,easili,becaus
7314,it,touch,your
7315,touch,your,ear
7316,your,ear,and
7317,ear,and,face
7318,what,a,piec
7319,of,junk,i
7320,junk,i,lose
7321,i,lose,more
7322,lose,more,call
7323,more,call,on
7324,call,on,this
7325,item,doe,not
7326,doe,not,match
7327,not,match,pictur
7328,onli,thing,that
7329,thing,that,disappoint
7330,that,disappoint,me
7331,disappoint,me,is
7332,me,is,the
7333,is,the,infra
7334,the,infra,red
7335,infra,red,port
7336,red,port,irda
7337,you,can,not
7338,can,not,answer
7339,not,answer,call
7340,answer,call,with
7341,the,unit,never
7342,unit,never,work
7343,never,work,onc
